m c sigma
0.5341704150560467 -0.21055254529949052 0.9905132613231156
0.5975144800962715 -0.23689754300406185 1.0017663537666666
0.5546975171878961 0.12104791110953972 1.036810890997402
0.49850029137086416 0.08652929846325064 1.0856609200097618
0.42045198918234794 0.7064282026246107 0.8977961371248699
0.5194390060325967 0.3676235401803072 0.9975735100801354
0.5155831067084014 0.39385737512119867 0.9865926701383303
0.577800794402995 -0.18815355248975774 0.7734796152649046
0.4655403950610466 0.40616579579280465 0.7373070583731385
0.6009208578384024 -0.3233981429266417 0.9772047612802666
0.5943424304308877 -0.2159876607245257 1.0044001802447868
0.5174882755900172 0.3646509640240754 0.8191568158422482
0.4321578594309971 0.6414934911546037 0.8239159258006639
0.4634614246906482 0.607448512962161 0.9885431047841509
0.5206696340879382 0.3687789312508074 0.8575949378807679
0.6038971631878923 -0.2625824062565152 0.9263659262833074
0.5524032450492353 -0.20293927113057375 1.0477787781972216
0.597455699581892 -0.1666307019142632 0.9284771073381872
0.4728312326202147 0.19454614170933748 1.0537842679046703
0.43586852066447723 0.6678320119694616 0.98182836390792
0.4856012067713031 0.3039711533536922 1.0947301141888426
0.45546450196903426 0.23250163235325427 0.9820043774162683
0.5438008505492136 -0.18566356437181053 1.0369602604623742
0.424686984202824 0.6092504021214928 0.9896355749085257
0.5563948527786856 -0.2502031231087545 0.8088326712977402
0.51845542462685 -0.12904468531737834 0.842943821029474
0.4763601512678085 0.0979855168750805 0.8435647429256365
0.6000364310388444 -0.3505659130132679 0.9088969881007956
0.45388608754341003 0.5341600241924858 0.7758371092089997
0.5663068333880865 -0.32882816102237356 0.9266345923532515
0.5392570970906032 0.07337750994151104 1.0838925092748184
0.47158468913297363 0.4210796417297926 0.7452517768627898
0.45142440437468456 0.27761927243375384 0.984831869840283
0.5250049776041696 0.27785546137710115 1.035455057952172
0.4717385059049933 0.501572450231706 0.7787753106750771
0.5689572044514712 -0.2962132125424586 0.8334535753204453
0.44431913530431366 0.601761567973325 1.0086443485606638
0.5759632828996359 0.012349704317661025 0.9004732036457803
0.6002648149231031 -0.29048651366286626 0.9128247377141602
0.47533851342212025 0.5184819327708867 0.8023677318506761
0.5681180287485944 -0.21799270065512077 1.0332158170181385
0.49823176887365417 0.27099893657107366 0.7271610932088681
0.49870100300020287 0.027497605540577563 0.7870581399086106
0.4885818583828927 0.25241616375943954 0.7281972181760457
0.517517181109732 0.16800817140111413 1.0844942386158232
0.535504777467788 -0.2032237481323076 0.9542017378061183
0.4400835125924666 0.37656133735658015 0.9725811753006476
0.5076705812794077 0.024326236841293536 0.7593232332146127
0.47272764642020076 0.1477355551619799 0.8244997962135543
0.4762440458722189 0.09992468713881619 0.951837270651218
0.49314810226322026 -0.005031247671873018 0.9001927985645718
0.5586760335345444 -0.06883304346339392 0.7554850579491212
0.42842663849788876 0.6278959532872972 0.8577894737151355
0.5345574397020931 0.28370618285538685 0.920083011544194
0.5966818847541888 -0.22293647855202448 0.9142935778579818
0.5657223247233742 0.02740936787795567 0.8119389084132778
0.5694919896719741 -0.2448357857410599 1.0141634310055627
0.5166505013087604 0.03256670081093871 1.0700128602531482
0.4248814905510234 0.5485837042754218 0.8780307551446596
0.5053152777947073 -0.05651469366209194 0.9594792522824952
0.5454956507473221 -0.24416866623331135 0.9153669072322097
0.4442227449991231 0.32536132976062015 0.8878750757026755
0.4715394886772257 0.39705546992164553 0.7487775112363353
0.5605696878667815 0.06380919986930556 1.0031623148528854
0.4546901376491159 0.26678939154805636 0.9731156143179576
0.48746227106340034 0.4770307031014309 0.99600494315848
0.5711107641759463 -0.23653847299545427 1.0088654929685448
0.5570945623214432 -0.26945763499196684 0.9489059941664708
0.481965729525553 0.33877038326965403 1.065959183711268
0.47795338767620676 0.39390034819640096 1.0567846852671345
0.5379598769787165 -0.1291989150874775 1.0295748742522137
0.582245667942404 -0.07284527634304006 0.938748798343833
0.5454268997678344 0.17833714475206142 0.8259555697188304
0.4954274666479378 0.07155154965488464 1.031911102390354
0.58690402480002 -0.13174710138792434 0.9478606337776431
0.5059996332084227 0.06337414831253207 0.7514398574194064
0.5574653141981812 -0.11776622942817871 1.0444719411220065
0.5887084657656587 -0.2950909961588726 0.9513320128913222
0.4290547765138315 0.5407891527504023 0.858803837199088
0.44318163470524385 0.38034452614501646 0.9773092751149327
0.5640755711779473 0.0337464999928514 0.8171417704313406
0.5938804082337485 -0.25709520654202045 0.8880168523742394
0.4743622749425499 0.3150474222468298 0.7473209036994153
0.5738452113609591 -0.002524219085785262 0.9376788030949699
0.4278688941348775 0.5835962456727746 0.9403400391521446
0.5335891317654256 -0.07905419134155833 1.0424532475095836
0.5694535668213769 -0.29239045896519134 0.8672663108894545
0.578019542875876 -0.28629560451909786 0.9655893655658763
0.4882418441186096 0.0436900501313211 0.9448080711548211
0.501501955214123 0.13617703474119702 0.738865525464901
0.45382993805851324 0.5580374686602805 0.812305245104117
0.5151276135358617 -0.09949996026375874 0.8789514411659702
0.537542585792179 -0.1444830103626895 0.7991082761025174
0.4916413748068163 0.019806714034710016 0.9000429755195467
0.574517175499757 -0.29634617586697076 0.866103859783163
0.5790290094833599 -0.2868733605100098 0.8525250427123937
0.48259649443767205 0.07565963337146187 0.8817473678194389
0.5482516808782003 0.18157513497601974 0.9221643591333935
0.5638716527008993 -0.056614587108852366 0.7806454651177417
0.47909268695148366 0.10907655996503207 0.9595839907853432
0.5643099415917198 -0.09834631324712206 0.7775269691389599
0.522569405000554 -0.10651678667294728 0.8276761560491548
0.500395566714633 0.30928457872742454 0.75137678181891
0.5443041881794219 -0.20457477817490788 0.8464535943942242
0.4454217319676338 0.3756222449240365 0.9714740792842047
0.4732467183329562 0.31557371797414335 1.0478459897764816
0.5082015201921517 -0.06242252707830831 0.9222392165714405
0.5724732161804151 -0.05615923145234136 0.9876053256523925
0.4701281994826154 0.16072996221503066 0.9379502739025591
0.5161459452384375 0.17439942026447275 0.7371729005280219
0.5481203293718494 -0.19050799206612457 0.9929145266332023
0.5396413423101053 0.22784894075468243 0.8721480236190324
0.4923228023047083 0.0777723859148125 0.7959689781213923
0.4875996982689665 0.49620717704711836 0.8974014284473564
0.4588705561281265 0.43240255409072326 0.7745715312560731
0.47991981929988664 0.46215822891123803 1.0105544026096467
0.4627865290841743 0.21180929944303983 0.8761363211074714
0.46193090670148845 0.26956950284632075 0.9962098512080358
0.534729782226429 0.2581958188080242 0.8874975432440573
0.5013542896971739 0.09657273245749032 0.756630656405989
0.5492278884344403 0.16694890707719034 0.92242248208689
0.5095954993043894 0.3856831198763695 0.9474352329628694
0.5471966240536564 -0.17773153613449466 0.8089446140181012
0.4682982029553916 0.25319085487013737 1.0138760846252364
0.587462303304355 -0.2655195763870699 0.9268201425924217
0.44810323139879593 0.37707924261639825 0.823351474413802
0.5046986900378622 0.2120700314224111 1.060649273006644
0.505529362372188 -0.04516508916953543 0.9115649226180029
0.5736944361745646 -0.23463177077247988 0.8239865317323392
0.43119535051234253 0.5769050463397178 0.9057238119359546
0.4588483500451144 0.24627705505184583 0.9358940352033897
0.4642624900927631 0.3624697699678836 0.7694772727076044
0.5100001178481215 0.26987536941548784 1.0422668401144655
0.45035502224055024 0.3119543299303702 0.8763793723648321
0.4931213780801432 0.41421959363894967 0.7986263630776508
0.5281048511170154 0.1377953466730908 1.0495277955848923
0.46830258856918894 0.49912872685481435 0.8008022826925921
0.5649781624890436 0.051921900867541115 0.9158803803211502
0.5379940661482916 0.06454506741348043 1.0472118868775144
0.45923379462279723 0.36916709552772264 0.7814261745440648
0.5851936027983262 -0.21747757653383815 0.9505006691558062
0.45403485686924144 0.4969514725582922 0.7960668627593013
0.5461764585693957 -0.1970982908786314 0.8375550656115376
0.43419196428737844 0.543543278867026 0.8616821454854235
0.5305372493675041 0.014751446693221482 1.0505674633444269
0.5422084070467058 -0.15900175505371172 0.9931065614641663
0.49088277692840643 0.402591793895843 1.016428309479737
0.5331003664689673 0.04722123661637401 1.05199259281628
0.5404236868216992 -0.05778484072305812 1.0387062600317316
0.5253079561604326 0.1890443932065553 0.7601699238165769
0.5741863846323039 -0.25199368307611913 0.963593653617021
0.4451986847315373 0.5717054627681541 0.8390348550708615
0.5533069060740744 -0.175327527369745 1.001566952456271
0.5694358905028754 -0.07703231849653269 0.8057044876902876
0.44977226789654223 0.5466912446361256 0.8219911360820892
0.43657065266325334 0.45497851630766384 0.8875752701303259
0.5743417517930599 -0.030941281917953756 0.8984010870622008
0.5485843565097173 0.10621929307164235 0.8016361893359538
0.5776450467410598 -0.17272930580816115 0.9795305358730001
0.5807008027294707 -0.15437654135736212 0.9621791973570809
0.5583459196133298 -0.06960375359984372 0.7760326536358497
0.5458723599119363 -0.17367019974809716 0.9849121830101526
0.4359583562583762 0.4813935509774563 0.8730028533451424
0.5439536548805592 -0.17108749843520354 0.9812583556602356
0.5386512339514302 0.17909087677104685 0.9935566033613558
0.4561969511660277 0.496442813765515 1.0008957171502026
0.47615197839758017 0.1302072764377007 0.89833075367342
0.5455078104269679 -0.19646402669296048 0.9530392820075363
0.45216383505870655 0.3797420890868244 0.989998158678612
0.5798751787142155 -0.10592485483122016 0.9319752804252188
0.47179943361197996 0.18888490533156155 0.8290370202951522
0.524941412716112 -0.11748505193106062 0.8541819160202515
0.5207649492215353 -0.012047695184574936 1.0263497080311368
0.45311051918118656 0.5868426339536539 0.9073362891396964
0.5026054919152466 -0.019064881810118228 0.8993624773163937
0.5378193896659583 0.016329383700746547 1.040722371118759
0.498149120941648 0.4250574001881815 0.8535545068832273
0.5798395921139678 -0.25965432700036684 0.8783386576411516
0.4646099438865315 0.5445503434259225 0.9502199688570406
0.48320308469631135 0.4739252270896377 0.9657050174936983
0.5352550809021019 0.014907789516581005 0.7528244289266364
0.5429667631702713 -0.13260084186160714 0.796801360501338
0.523542195992887 -0.11022476260019953 0.8594363582336267
0.43700939426718904 0.5473163787102138 0.9290534702101549
0.5415464716249504 -0.1833103055069163 0.8630839806908761
0.4964611159783608 0.12123031818365781 1.0267473298917156
0.5724474974867194 -0.03490068634491594 0.9234854799624775
0.48634187266115136 0.09244991322578677 0.9577604777976971
0.45156639463591897 0.5533852649281554 0.8398699916428842
0.5180349208537558 0.06495956313818985 1.0418369925220476
0.5821023730516334 -0.2475231432249072 0.8992327768758452
0.4568815022389117 0.28550906585135083 0.9385130800176291
0.47743543750528317 0.5130914398728379 0.9194677680113529
0.5140850653075272 0.3426810330748351 0.8485808595159422
0.5814479725247381 -0.24391505803216784 0.9181895899266413
0.4792864330087102 0.4139583495447088 0.779320654195048
0.44072896861448135 0.5331234915881535 0.8505559243548229
0.45544465532660017 0.3631368646282218 0.9878506270390081
0.5082828826792608 -0.03327348755473203 0.9448916428943419
0.48259172506562054 0.4938093501789673 0.8829429749975309
0.5163209269541694 -0.013407967995783254 1.0078535913918618
0.5629189778506064 0.03066585033509428 0.8519067992883711
0.44844162478766003 0.5755030535333967 0.8741354833111845
0.547256126872989 0.15348190860874977 0.8660860725833447
0.48519870204963794 0.4830123764300662 0.9079530910716873
0.44212540535809575 0.4846132588471761 0.9533409067184186
0.4446206786903374 0.5105122558811632 0.962604354903013
0.542592650395039 0.18128324055819522 0.860528989469181
0.5106041270001903 0.008465390377065951 0.7921995133322606
0.4506250640031101 0.3333592151632283 0.8968650913938658
0.5293816910754997 0.22583306606657771 0.8092526726650863
0.44579036188500903 0.46382916205143676 0.8287704667931696
0.5230237772356587 0.2911704690900767 0.8473688551271428
0.5217240010755498 -0.10185164791298007 0.9194514386729323
0.4486504445043988 0.4652934373051707 0.8182602867818818
0.5555633223713959 -0.050313816442371984 1.011130807398878
0.5135591230772505 0.34442846286423867 0.9397769135211477
0.43858463109696555 0.48608457174047137 0.8978090948887518
0.4981371518077674 0.3654151931563763 0.7936186945202297
0.4684243131998142 0.23680344299462996 0.9745244594004656
0.5655592682074166 0.008502232119028896 0.9360558740524176
0.4739722269459518 0.15978977724704757 0.9013081087223305
0.5579090180329069 -0.20040616018644042 0.9629217756031018
0.5171557050938633 0.07375742476818514 1.0362837861307164
0.5358945977513145 0.20868256822882358 0.8398115019714911
0.5437733036590197 -0.09027322530111581 1.0108224625682292
0.5326839093275539 0.22786620096371113 0.8402791834058929
0.4713546673988889 0.4835428293570905 0.8160401392704763
0.5768197209801822 -0.15960105197442376 0.8456379476830564
0.562493141907019 -0.17131327039976774 0.9811582133540744
0.483425298752333 0.1572721122289642 0.991493688506772
0.5398024512579642 0.1989461942709596 0.877393446218939
0.49894776480375824 0.2709280850582294 0.7555323187075008
0.49610676007866894 0.061758213936455864 0.8184021661649195
0.460374491638036 0.28614304784039213 0.8380056130375355
0.5182820788559388 0.31233104995098415 0.9472308809130526
0.5303175892089192 -0.1240476494917162 0.9445020533775204
0.558483763124485 0.04545887109094826 0.9573053951834294
0.47319142507009504 0.45505213205340844 0.8003650642603732
0.5774817216596079 -0.13935283818091793 0.9354950966029982
0.5359656023303319 0.034568978332194966 1.02905902112524
0.459004294299612 0.3713199708147643 0.9911395003202788
0.5701288037946669 -0.2405339906300643 0.9141099127161355
0.4786441172700836 0.3677268380409626 1.0185311025932422
0.49883628094155574 0.07295900293414981 0.9943848256195991
0.5159801759741118 -0.060698900440659065 0.9395538116706263
0.472973491329276 0.30913865442639965 1.0137830580605485
0.5034333687245303 0.1042333322720963 1.0219306064182818
0.47918546713716587 0.1422243199292188 0.9379052542053943
0.5156100897824663 -0.029677575572699233 0.8126473924064731
0.4956678898455819 0.41398215567140717 0.9519984690843307
0.49398091463525207 0.39047729547176635 0.9858289676268608
0.5262529250945961 -0.10325181248243442 0.8490153676894332
0.4719468706732813 0.35477746098184193 1.0140429174198542
0.4616991174002928 0.34833959542498594 0.991272961767159
0.5243125346700301 0.24101244440539027 0.9857035036814936
0.5489973403286792 -0.18538604960309257 0.8515904132133021
0.5327244786462165 -0.03958941396328419 0.7753112304057839
0.5227077321454107 0.29579634462977467 0.8897030357624371
0.4672999404620453 0.31305476063712856 0.998508046367949
0.46132628422817246 0.48094706221964323 0.9798805417674529
0.5736458589207785 -0.07485538286960347 0.9076823416695243
0.4851510999055628 0.10984111860750945 0.9428853494591866
0.5277687538339603 0.20042799064132888 0.9977059097466007
0.4826287141943405 0.21293809217428228 0.7789018871275295
0.5347061400604237 0.03965682383323976 1.025415754229471
0.49398504964064216 0.4020856834374813 0.9707847582009606
0.44394724202781144 0.5347630980433036 0.8752792918560072
0.5007980309233002 0.23783705737029237 1.0306086995875519
0.5599789666826414 0.013827914874272373 0.9616953780979614
0.5610328828464257 -0.14238026847638197 0.9819784001323466
0.4422353697849697 0.4947740238380538 0.9188820064739571
0.5483660459322717 0.1319932123174965 0.9232170154272166
0.4535162770278066 0.41865684599936337 0.8170351026659337
0.49535457299637103 0.13965925454654737 1.0133266601419084
0.5429956060473407 0.021018644983206602 0.7713554784887994
0.4533181448919535 0.3676230042742641 0.8372846109998973
0.46223016970444275 0.5121543146761232 0.9549188168849889
0.5690619520493284 -0.08531005667778135 0.8319480358980548
0.5178971575055841 0.29015616194425453 0.9666221491227772
0.5602457907028543 -0.07107263426602861 0.8005552252099951
0.4437240465720215 0.5347661120086462 0.8965270466130332
0.5279295066191995 -0.09778420007019983 0.9539921442220095
0.5195128472187134 0.23657360211353984 1.0012394931125055
0.5744506356929316 -0.22120061446119643 0.900415791717451
0.4698370346200815 0.3208885979793692 1.0023389791083692
0.5489638909626148 0.1182094383463963 0.8530371875342313
0.5131677803801808 0.2880466814596643 0.9898708825461009
0.45239813847693844 0.4969547075384435 0.9595725753081495
0.5670985778646955 -0.015351617902933823 0.890212021099617
0.5445840589419492 0.1095658713552754 0.97868179017621
0.5092871593373545 0.08782707578757165 1.0200304036073546
0.5013156953173532 0.01107495382692969 0.9049293412279196
0.530157824304086 0.19950102812026005 0.8049941552329559
0.533682220312332 0.19371504996576494 0.9694116780906663
0.5372402890147512 0.010595685358107065 0.7668656126316089
0.4484171894643336 0.537072159246784 0.9189482135331123
0.47212206995399897 0.5088105426338019 0.9056409913665135
0.48234897205936533 0.46274537503031254 0.8487625135797096
0.521522536039952 0.10685859477782023 0.7564337591958437
0.4452507357975139 0.43399180087163014 0.8855384275725332
0.477042075140782 0.23276404782940263 0.7934716829328154
0.5135935110465494 0.33311035994379035 0.9228672703613326
0.48665080389336157 0.12980513062568377 0.9681648881039556
0.5305766022739232 0.23032937819900923 0.9428627889060803
0.46393816355617323 0.5254310329170382 0.9163469283644174
0.5441036999409001 0.0359739247016706 0.779393129201791
0.4773121473984192 0.19296126328507812 0.8194250659253031
0.4672898629033855 0.5075248395488119 0.8519288935880049
0.46560762807074707 0.43088518563588973 0.9884451958366995
0.5020878370116348 0.29137363925048687 0.773481757897523
0.511859995426346 0.2222525253451355 0.7652450386555875
0.5583464973818866 -0.1831891219782793 0.9504483124585326
0.528300699194389 0.09963697049332909 1.0208249356390904
0.5485431291988632 0.1161628643796564 0.934646918250054
0.5343174260785758 -0.0846182464086116 0.8040617646640866
0.5083616230501066 0.3598982029313422 0.9096202677485242
0.4630134212000037 0.2873012285546652 0.9521915709738324
0.4537590914548604 0.35978685801533183 0.8516574995514241
0.517630583233992 0.3118560298259996 0.9120354389348577
0.5144314952498803 0.29697379016795544 0.969409939037488
0.44599494548095203 0.5026437921576767 0.8665123266856206
0.5634849009726044 0.006583391121034232 0.9104240455329772
0.5044576122881437 0.18949311703514882 1.0257725957281456
0.536628266545167 0.05840400268153845 0.7699341294981342
0.5495177939118618 0.11702607519416341 0.9104800744478349
0.46105282853210394 0.3486388130106821 0.8122177341973815
0.5305752438294888 0.18363958088915489 0.7999747880313781
0.5596567192577376 -0.19326855186036562 0.8512103555012912
0.4950045188676866 0.4195936687267454 0.9082455382461136
0.4514115900433335 0.5351358428431294 0.908037810188072
0.5154051403515694 0.22388688332683326 0.7736790098407565
0.4534246038474917 0.49178771157350143 0.9517365567001556
0.4575415076262895 0.4056404549983448 0.9730409202566643
0.5546963792462858 -0.14267440835450884 0.8143070568882232
0.45208835419193744 0.38318423838622095 0.8513434751644383
0.48943159800376107 0.19741665364327599 1.0103007988456596
0.5412845908117422 0.06954450384039568 1.0014858001302214
0.48536426531333854 0.23096629621982379 1.0103162445447103
0.49820336462490394 0.0987479333955199 0.7924352628158013
0.4462233290476065 0.46677992781656563 0.864771299269318
0.541367896768182 0.02546598008391543 0.7747812150278062
0.524150207400525 -0.007242149818972976 0.7815485494612368
0.4931635510397706 0.25617532089867456 0.7620010907436015
0.4841140805930879 0.16697376904337657 0.8062804624909881
0.5226850411071927 0.07881318521375658 1.0215097267479332
0.46138249617050764 0.473192974010316 0.9662691651063935
0.4981544528318358 0.2895695434786343 1.0129690371616287
0.5113641782225073 0.30012941500336643 0.8081326176816729
0.5022402307588043 0.19642483907999697 1.023025913379068
0.5674485698946982 -0.08125935213733126 0.9484579945537709
0.5338316586943956 -0.07453830059727662 0.8015406040207628
0.48450603338347487 0.43469808977211954 0.9569787682055855
0.5608168546669681 -0.20692259842108207 0.8948603311300435
0.5018948890950079 0.17948562403023827 1.0214967919362408
0.5490238288612665 0.04305879241396937 0.8004102751185695
0.5339479401435042 -0.13058396086553836 0.9013328131042303
0.5104414095539057 0.024412201645297227 0.9839368243984479
0.5608066819294064 -0.012714365643506031 0.8316294683899729
0.5107532596625818 0.05827001124677933 1.0034584345249582
0.5536476700189912 0.06011624934542459 0.9477003691077057
0.5670877227027833 -0.09151589094712231 0.9510369693820654
0.5076335718415395 0.06749705122211713 0.9994754804197298
0.5392061037122021 0.08139214426000807 0.7834212779065709
0.5296131998063051 0.018172358302201097 0.7699219668325847
0.481747464225008 0.13495417172467095 0.8898928418724763
0.494657076214135 0.07646601206141268 0.836067263354472
0.46270845777313563 0.436546831668676 0.9757306511339663
0.4875116371773338 0.22477617993996368 0.7731093170231783
0.5261123058836745 0.04658974295669305 0.7662157811278979
0.506319792523665 0.07284356618232968 0.7850169281330903
0.4556106038529661 0.4107196443352117 0.8256343189121497
0.5031182288342229 0.096356424591586 1.0001215710345148
0.5454722539578659 -0.11754044462201141 0.8123697685006454
0.5407891312024062 -0.011134821470680345 0.7775823074104683
0.47718992134234245 0.17968782309892628 0.9374661223146895
0.47099520006232265 0.21993024539521677 0.930948741517496
0.5395454418476362 0.15584390711260232 0.9508426881862417
0.4614731461588468 0.31056689029538376 0.9458240524476087
0.5561653856965681 0.002055453627431092 0.9668502915471304
0.44720124032407305 0.4957065958345517 0.8851982431840126
0.4577734540574867 0.32613134959300094 0.9241771726277846
0.5700942936031312 -0.14244490205076188 0.8509131979131725
0.555887218471862 -0.03678800087447387 0.8042704121901395
0.45876553886777466 0.5139076370130842 0.9229228668349785
0.5358292194496338 0.17468991401715517 0.9556968774607432
0.547413145646607 -0.026837330252856617 0.9954814829554615
0.5006270784414331 0.3288190450755697 0.79615090337419
0.5527464041951334 0.06601741699461927 0.9409400348542273
0.5274198896943815 0.008554101709504547 1.005411339169616
0.5345349558404074 0.19421089133652591 0.939918292606322
0.5703804925191971 -0.16758325944942465 0.9232349096369918
0.5493088049527738 -0.01061572077169548 0.7914557015363471
0.533952483314331 0.007330335107992969 1.0067240865593265
0.4725866831484016 0.22136658729110037 0.8393672127422337
0.5006085592169023 0.10534608065174389 0.9950973428523806
0.5704711691343124 -0.18814213454696227 0.8885647369582708
0.5609426789194878 -0.015756782993649576 0.8384995767171232
0.4725159102167028 0.4911297878030205 0.9019939918212492
0.5198163927297154 -0.06077082033330683 0.9206780978492757
0.5368487500414162 -0.09503787144831044 0.9664244919240089
0.5040363251883515 0.04269473544568525 0.8202853898722086
0.5545730259318583 -0.033147224528610186 0.9785910897244372
0.4983600293056186 0.04420707417112446 0.9102834481169708
0.5507267983470705 0.09520597085230298 0.904267294495595
0.5603061976624933 -0.09873009764273033 0.8165492637243659
0.5167414609092768 0.2787388859878015 0.9597791540877139
0.45220127609909777 0.38274737076591636 0.9016519259390975
0.5578010161702056 -0.002197117876028276 0.9545183758589537
0.5071725295328108 0.28576736526385327 0.7903415944905318
0.45284683533543224 0.4373522870753681 0.9409864010902764
0.49999842066239614 0.03839054381989859 0.8652390284067152
0.46404315485925934 0.32768787546245104 0.9644302443300212
0.475597665294623 0.4528406500113902 0.8300440756325873
0.5558881928721608 -0.05732139279539816 0.8057035763064555
0.485565626919349 0.17762867994862308 0.9801271761660295
0.4564407138971985 0.3931795245724117 0.9501284674981252
0.5439797908512887 -0.02473353340619555 0.9952224189892345
0.5545952048448646 -0.17716696312391456 0.8647616203730267
0.5588707225790916 -0.18791518967033527 0.8775676317023579
0.47385833688157986 0.46384020882181565 0.8381949955275658
0.5683403763522558 -0.09717556790365478 0.9282006111680791
0.4845612155930453 0.17257301347757403 0.8096527508241392
0.4871030097866444 0.42784256432261314 0.9364303908063283
0.5235826934626115 0.006997659681414081 0.7835143350487093
0.5089655533529981 0.21930182197064152 1.009840690954995
0.4542859779702699 0.46605252338458136 0.941041194819683
0.5431952408988961 0.1375354739722332 0.9294456270982999
0.5539356449097528 -0.170041442819441 0.926645046127643
0.4999967578955603 0.24362085864469218 1.0108833760807887
0.5679874233551263 -0.14238958201935326 0.851685615380655
0.45505996689267547 0.5117366043579894 0.8912582475241717
0.4566083698516907 0.506418466438058 0.9142463072815787
0.4918040485122537 0.12111732720163682 0.9665291668851494
0.5287597940434725 -0.08965582857080734 0.8509856945125972
0.46877904489367744 0.33487214255147757 0.8004124454355377
0.5172368594882403 0.012778328466805267 0.7950702415957035
0.46334666477570874 0.49314033375561994 0.9293862175766864
0.4879481297100963 0.2757162136113469 1.0057509556222524
0.537111415370061 0.13942018804881107 0.8113606859784872
0.528005891799935 -0.09597704794189199 0.8987123404122797
0.5045547673813029 0.3611508068418918 0.8681135828005819
0.5324438782264687 -0.08094020296915216 0.9604515213523269
0.5668366706908416 -0.1839414173938707 0.8827716850778564
0.4899459934110948 0.41230390039476816 0.8423071442851627
0.53942198562786 -0.1386444848303272 0.8899508889079621
0.5619093793668027 -0.0840400519206217 0.9557164530230704
0.5165842557886786 0.2309694512084568 0.78919508793052
0.5392455650573378 -0.013114749607707754 0.7822532095075829
0.551270560254626 -0.07504202503754964 0.801564242001882
0.4576611405047094 0.40939561244811085 0.9532348016769138
0.45379191453316253 0.39135105039649876 0.8597137505257563
0.5036237387855257 0.1270778879551746 1.0032777373127408
0.5659650606161583 -0.1756897208417929 0.9142964138542535
0.5136560154540988 0.31594624791351666 0.9122139018608113
0.47258839123101776 0.42263682355159915 0.8088828503693393
0.5086545063708737 -0.006760992534171617 0.8907958222905357
0.5250313411304968 0.04404365921475817 0.7726729202009699
0.5072170813239758 0.1676251207197037 0.7647779379963732
0.4498856268328112 0.43970093660391907 0.8861375695451824
0.48446793769648155 0.14322510069274275 0.9368401432423761
0.5544656395362968 -0.09727139489139414 0.8105444818844127
0.46159653084170627 0.3126071798135257 0.8514154796340792
0.5003097386729002 0.05695183471147258 0.9477917394205968
0.4945693421712424 0.141556619132035 0.7913741005879087
0.5150180969465605 -0.03233282897903478 0.9206139422212222
0.4775911011627525 0.3286252522125528 0.9935642341532176
0.5327361935313778 0.027856974363128284 1.002600357971763
0.5659644370050423 -0.07240317802561069 0.927039916430456
0.5688547757393472 -0.09344748828063754 0.903909743403299
0.532140796105929 0.16220357994144585 0.8058272654929943
0.5608850713893395 -0.03506391139352849 0.8370530299168427
0.5338670466017084 -0.05595433354780033 0.978377017411216
0.5213219051212193 0.25650471318937207 0.9473554055086113
0.5352398994080042 -0.12098792934609981 0.8847504491647198
0.529815363316196 0.010652038971129763 0.9989522570626053
0.5220014223749412 -0.025688579089730545 0.8106906480008935
