mu sigma
2.6254918238410445 3.3136116469910726
2.3847547715511537 3.5581718107881217
2.473463671220308 4.025784832602261
3.74546817698757 3.9652148949918065
3.187084513704911 3.2029321581918015
3.145719681772958 4.242105686087559
3.6725833127399685 4.041442562744813
3.7867258518177183 3.878756204897379
3.0311456168032205 3.2022003084137785
3.6436961879290326 4.060712216899559
2.477039536292161 4.014131094089456
3.690072697989162 4.0145832111612725
2.364045325485194 3.6525920227776423
2.4923823367714593 4.027868517431301
3.7067632305037495 3.99510523777895
2.430898101722848 3.5027199730281566
2.7890039908161386 3.250493008884372
3.7842327343035933 3.5970829054230906
3.5403354316816085 4.122198931794994
2.6400588372724325 4.1277113752210814
3.7151980573446295 3.9775421192924454
2.8004890688687527 4.1898469451308085
3.1343391659347404 3.2095400671900864
3.6285129863450303 3.395153358280243
3.5618003600496695 3.3455901340932472
3.5511114348559585 3.3397462590872884
3.3676047055114338 3.2556598840095328
2.511116368129038 4.023805046408251
2.389946050823945 3.6198599175356123
3.6336545091489505 3.407723359002861
2.3978478068116442 3.8484169359604725
3.3733521197605354 4.1744986860144095
3.7695830571534965 3.842113761187038
3.4358870470420455 4.150878831784311
2.3797742376091504 3.740433400352746
3.0757409487715814 3.2164945561065728
2.5877210051850237 4.07422878764068
2.78524636191469 4.168513531854085
3.6524526921191653 4.013528858186881
3.2535132372065894 4.197552378271029
3.6629385629255355 3.4431454461675246
2.9743073878782917 4.205314160459831
3.5798175849082243 3.3708181058666034
3.265715470760231 4.19234226980174
3.778432399302547 3.7717071255782484
2.3884996168675503 3.7601442274649073
2.415992501226209 3.5842710854108284
3.718166297450121 3.9245469011478917
2.4297829909575466 3.8881095103543917
2.405513415975267 3.6219004475607095
3.482818335463156 4.118765677990862
2.6354464385573184 4.090757145492204
3.533325694955183 3.346155340884822
3.7084674057257527 3.932078386152779
3.1582651507765656 4.200406506431351
2.3937495930771706 3.7490474098375257
3.7695281224958803 3.7853376488664847
2.4034454395238676 3.6393379065718845
3.0284556041347415 4.201274627366666
3.5037845421926206 3.3303881919713807
2.923243136706406 3.239303015111398
2.8471936165191467 4.171258343970077
2.4073259592471583 3.8081450273883686
3.156888399595089 4.196864281900928
2.4332063509211883 3.8750388219200085
2.497846635882718 3.9708671186928903
3.070040943689793 4.196739116801255
3.3069637636303533 3.2563097678392463
2.4054504292193615 3.773217392261048
2.512904313902184 3.457511886577981
2.9777469039365823 4.187913933761441
3.71030253810975 3.907043344789003
3.742628339007901 3.6034381309566466
3.1694784901872857 3.234291821692268
3.374652115721259 3.2791368129402123
3.7617746836146826 3.73779506650467
2.6427817440660837 4.079384282583356
2.4074978183896394 3.73772073138745
2.6965360472961923 4.107187508725477
3.6049915808573942 3.412252463740132
3.285297283326773 3.2568152874418486
3.144612534343729 3.236104459502227
2.4604291866437684 3.5410057618888513
2.775418469116215 4.135861567759815
2.5844730004738086 3.39845833024933
3.121966222570139 3.236095636127716
3.2252306078905466 3.2468562001543466
3.093002445634755 4.18421182948183
3.640116101806224 3.980486596041862
2.4849661079106538 3.9294474674180058
3.6038697809610056 4.012755255377371
2.490221883756483 3.502147810037931
3.511460708270773 4.076372769562324
3.302212141003093 4.157206254347356
2.474555672765156 3.9071581534317765
2.8270327498244816 4.145758258344545
2.8413658306674 4.148315152844722
3.5411083672022983 4.0516377728035105
2.4743808855874256 3.8972349920758624
2.603323386666665 4.032335096522928
2.729597434793647 4.103995876256086
2.816970898889018 4.135715457060018
3.2608702226148765 4.157000626587082
3.5646083488670985 4.029034779156383
3.6876966266005433 3.8961423235370276
2.4292913096356044 3.7019140119679186
2.5755684633065883 4.003957890644125
2.6180538644672784 3.388623677976671
3.732132879956012 3.6682061149737977
3.7356110423577538 3.7164929021384174
3.69278950642999 3.8775473369980262
3.167192151373918 3.2513589500727926
3.397685264859101 4.111239667229729
2.8604434332361866 3.277513412758614
2.442123217998705 3.7741525596749135
3.7177050974447896 3.806945171201747
2.4988042900133776 3.905527638672402
2.9596766778851267 3.258971875214235
3.7092068334084605 3.8253034910187607
3.4931098337209705 4.062159164360892
2.959169147116121 4.154176474849675
3.1347322893523293 3.252042276621152
2.6866765997445508 3.352012395136303
2.854923978934696 4.131641990302781
2.7235899069273066 4.082196566057622
3.4944540561970747 4.055466856948451
3.7173836560958677 3.6720016323854776
3.521133825293931 4.0367471608635865
3.7161965636537166 3.6689258165681924
2.9067250997039102 3.2739119131853203
3.383225648087173 4.103455596093316
3.3997981361234544 3.3176761059572457
3.3852285922321377 3.3119666021265926
3.3947768177772844 4.097651424015519
3.708564011210101 3.7853977650772395
3.6143003025275418 3.467866003132629
3.3876765852411777 4.09896721864266
2.911375337165562 4.135119836763107
2.8815557751515564 3.2823178464241085
2.8789396998341394 3.283074687494726
2.746640281628504 4.08428191164009
3.484079515569199 4.052556444083076
3.322428073573664 3.292889299621329
2.5149219494207715 3.9015734548632475
2.456875197401481 3.723684528766583
2.5080182036775356 3.8854895685456716
2.521766694272065 3.9049748566402966
2.917730379928778 3.27736971351412
3.2233499586752954 4.134886751029237
3.696247945541167 3.797619203108562
2.5635798759519752 3.9530469228042326
3.3784710592741813 4.094632488076914
3.6731739020119516 3.8546723942959433
3.1743513795964153 4.140167722855677
3.0657122507796046 4.144071208331078
2.485195406426052 3.831929252062425
3.7001313197022356 3.65063955446002
3.2201860502154025 4.13311483643244
2.6864484043500774 3.3686835980275953
2.4935129914964005 3.5750191010770083
3.6945593984985243 3.6359201265346512
2.7565921784879857 3.3335110008234503
2.7554098023498 4.075208262198756
3.105645457604415 3.2661341911291486
2.8313459851297336 4.099048931245063
3.660431699336889 3.566248571775051
3.1107363447966963 4.133450479627534
2.951975411652799 3.2802084855091254
2.9365363892862217 3.2837342886053014
3.6580270213921215 3.5691814597347102
2.6767042294212158 3.3875590405403866
2.49920801491446 3.8187661648087445
3.095980897725335 4.128304111116242
2.5988403775218805 3.9598606653629833
2.5866827680462503 3.4663509116823206
3.592725514457442 3.9336450044765794
2.5058551105625684 3.59193102681174
3.435607489735635 4.047377003511748
2.9870963466557967 4.119898626932622
2.5342393899001685 3.5378618554174244
3.3328975118044637 3.316228582028141
3.227877954781201 4.111041799265948
2.4941120497762577 3.643475130026197
2.4892626460782843 3.6783535012089716
2.535341977652328 3.8712440378216115
2.9521506552235244 4.111630601188189
3.642211902392065 3.560655996297783
2.602296048203529 3.4593619591963467
2.5847842911502807 3.481489162359531
3.28398586691649 3.307043983703476
2.6302712077961763 3.439253746608281
2.8927819722140584 4.091930238846388
2.9236239078966744 4.098536165485383
2.536894154924444 3.555657477350833
3.6198381621907014 3.538063555007078
3.2540708369541838 4.095171358308902
2.5614688162425363 3.5191370061320937
3.6605118293819694 3.7651550388882904
3.1203691963699347 3.286223857966413
3.090242316594323 4.109120651479302
2.5512299550214053 3.541940050808266
3.5605208585085544 3.4690922305999927
2.587174325856312 3.4920427585589198
3.057226099066204 4.107441669485973
3.6500678232811112 3.617487151402674
2.6760558141381106 3.9903440842898257
2.9571678404712043 4.094943183580668
3.470419327079213 4.001161651488818
3.5732356222305746 3.9126285671477
2.6190898031078986 3.4697340514949526
2.906911477932791 4.0785596079964614
3.140794130579279 4.095580709428147
3.5701179877086715 3.907623518480792
3.2921146671428203 4.069373090163984
3.3731144868837903 4.0419671855449195
3.2819164178553875 4.071172349485957
2.6773956408265773 3.422692533621464
2.546442306610435 3.5829472438613847
2.781561346020769 3.362757050441329
2.5717638371055047 3.8592285866142766
3.227530042694355 4.077666139260312
2.71923543370562 3.398388856865757
2.55245727483223 3.5803585632724158
2.720388598823744 3.9970318113455363
2.5344477617782433 3.766817571987226
3.4298425621805864 4.006369291268425
2.68744292612539 3.4215444960222916
2.6675148077288475 3.9600737966237793
3.5562871738953286 3.491537447601243
3.575809536221841 3.5165612719136967
3.4586342045953704 3.9879386033912523
3.2065545391080637 3.3112995852924327
2.565638718332818 3.8392853075623954
2.694908981724054 3.9760529646517857
2.8912263531945537 3.3280685390314755
3.1547413434616978 4.082353906615172
3.5014249616630244 3.9541967633985697
3.6154782623739345 3.5940334598489354
3.458261393242332 3.4101732755113687
2.613273241441993 3.495399112680534
3.0056586197955886 4.080457102895944
2.663962410262102 3.4453412385671625
2.9268386521347605 4.068442038616867
2.95373143505059 4.072928111018523
2.538541124933979 3.75108350085637
2.6045135782702413 3.508604231637158
2.643404169304115 3.930615788159333
2.5374923796782776 3.66057461403259
3.5444131099895335 3.487158761424911
3.4994980705885075 3.9507017269246703
3.5889723029487035 3.8479711471947398
3.1240028915102136 4.079319128794995
2.545341914540029 3.7646342946531797
2.6281488609462738 3.4850957598881105
2.8157646111843153 4.0317122986509135
3.431985687346304 3.993569777179198
3.440568500912992 3.988173404941345
3.627153777766537 3.666718735948651
3.6216407840363356 3.762211896240874
3.2376005097238716 4.063639768016612
3.6273681486030656 3.6749956777850463
2.867714445199696 4.047718967261046
3.5052888840143352 3.453821259048411
3.0898558084227936 3.308809836898142
2.5686014397254437 3.818252789757727
3.413023812601035 3.390926415244527
3.317784268695794 3.3487393202622693
2.8691696461737277 3.34280200902761
3.4899781694974257 3.445162459966793
3.4081182992373953 3.3905994063166323
2.7668884606443123 3.3872227943777053
3.1072260115567203 3.3123565096224725
2.5672831619083243 3.59499640420168
2.935438599434434 3.3276845365593255
3.57145354552139 3.855630234080065
3.4729813933491727 3.956407786960937
2.749420744893778 3.9908467812988544
2.5561884607436287 3.6347083707765506
2.9311569315693653 4.055484792857683
3.394768425199512 4.001415800156436
3.5414669106268097 3.891382485032385
2.677170347942734 3.4520757234861197
2.915592406004497 3.3346095926305654
3.507281422758204 3.9237292283862715
3.0300021288894974 4.066334898850236
2.578296760319589 3.581621222044239
3.4442797355071515 3.4184607902171726
3.224100599858702 3.3302167859264244
3.5085816519040804 3.9187396112568518
2.593148343730032 3.556994051491781
2.5710199403609897 3.615516840196534
3.367655827733947 3.3801261175803043
2.8183445479838802 4.012660204433265
3.5051378185110122 3.474029765266332
2.718961165955281 3.9593331255773667
3.604294431963129 3.730674109240452
2.7062848759406166 3.9485495409099265
2.6958963571493877 3.938713266261067
2.663077452791684 3.910103135233396
2.6830392945301806 3.9275072790050682
2.8780109139341095 4.027140243816788
2.730082280834609 3.960052233391012
3.2020397853871714 4.046603793460964
3.2238043997493477 3.3379670319909636
2.60110971659099 3.8244185442784118
3.599157626646602 3.711257620694133
2.6497844287501198 3.8905386907429995
2.9964631765983136 3.3303998459530426
2.6382583814733342 3.5122703250016496
3.5271410337768394 3.8756649905943927
2.9556759428870487 3.339230972182501
3.547081861135593 3.541963578347814
3.558388542779288 3.8250521478213195
3.4592939606969253 3.935505813213603
2.9742262023748416 4.039988539765536
2.6514664361096507 3.881105377693478
3.155385984790249 3.333173244157888
3.0279010225392704 4.045869543309687
2.5836740905711455 3.6395098959323215
3.1789860059931763 4.038355753268125
2.656066910311141 3.8798324313309274
2.8951790581093877 4.0191298600233045
3.066941109507335 4.0434465791097285
2.8810864586111795 4.014211564263799
3.485172142136702 3.4788577912057557
2.6544565577298025 3.5091729227365183
2.753455859752286 3.957196966867561
2.974573000641625 4.0340486781416836
3.1238844602171154 4.041244958150626
3.0115774918568103 3.337465732188068
2.5954870134269354 3.6164650023193556
2.6799683109040027 3.900076943850941
2.5855033597002985 3.6791434964009446
2.741266340112296 3.9468214159704584
2.7503588273004236 3.429458906923757
3.4330676438390912 3.93908971922726
2.6575950986360084 3.5127348582547278
3.284574165677665 3.3678899419898825
2.8651961811519406 3.374408867779581
2.834536120386051 3.38651767400979
3.5757954889753663 3.726352216063705
3.3818246988960072 3.9670867392229505
3.4332467492831604 3.444369889200481
2.790913022446439 3.968264626503761
2.915723839707681 4.013901826101689
2.7293404434880477 3.4496914516442456
3.2378466752407844 4.017068101865037
2.8852053762938223 4.004449358826766
3.144964827430722 4.030762454800744
2.6113229652493084 3.7813479732762922
3.035515511253783 4.030715721529981
3.324726259475283 3.9885507621535083
3.0314834614143176 4.029581793304981
3.557935845467367 3.611537205507683
3.5447837615137323 3.801920910129538
3.5180630455725774 3.846089737689092
3.207636704696271 3.3543483182093325
3.242164276073204 3.3620504393501527
2.651988829549219 3.8469113912741597
3.336693261555011 3.9805947632458465
3.1762769028678473 3.349676979474827
2.7683680388987724 3.948576602029332
2.8470527315985352 3.3884268435440843
3.1048779864685336 3.343799780832973
3.556648471198527 3.764371938954615
3.183462418752173 3.3512810935672412
3.3569116205627685 3.9695496847099965
2.6227853853172944 3.5927736511311865
3.5402309203674145 3.7988237666438627
3.457271905524717 3.901909799612175
3.560190996155544 3.652639755031968
2.6094992593177038 3.644476456864303
2.7442197099223904 3.926549106712753
3.3152981700750006 3.9826138645728544
3.391553462279751 3.946393017999432
3.4452125801423197 3.4673968012751755
2.9372231318657454 3.364436717884983
2.612352696927803 3.6437145780700253
2.6102551465936985 3.6595746057247327
3.5588038046343873 3.7087873583950026
3.507529119069017 3.5375293750510926
3.1655236796831723 4.015861572083075
3.3918830239231 3.4321049737871108
2.8082416176975213 3.9581495702804914
3.5281213750469775 3.575425762626738
2.911046925103462 3.3749558068789893
2.7787120118556743 3.4332281599147176
3.0959425840260324 3.3516157092752854
2.6174503167272607 3.7340713807677983
3.4820368842914213 3.865098283235948
2.718097280455925 3.4808616083484054
3.065587791451237 3.353621373300429
3.1820926698213423 3.360970251449848
3.3270049901997423 3.4032452218602387
3.003745793776758 3.358727884409924
3.4126776519787905 3.920570369360925
2.822654282483409 3.9588910812291696
2.6184747060171283 3.6713557865485056
2.9102346780493678 3.990815785068041
3.0660353421915425 4.013316216239135
3.5025631541298923 3.5474424780555496
2.675538372042921 3.8417730498591354
2.9069948427639893 3.382103419178751
3.539841595226996 3.7419680658719456
3.1427762180731547 4.007251246930135
2.6354295744656984 3.6146653421363832
3.2450132396380615 3.988981391448964
2.6440413477294653 3.782886644550327
2.861191707180699 3.9693856351872543
3.531663342380706 3.6157637734995447
2.6849990371458095 3.5273449572853535
3.329579664958324 3.411282643070717
3.146551600553275 4.004429790824474
3.512751502294282 3.574281217521136
3.0782538562660493 3.3593994016864914
2.8273380707915443 3.951729786403976
3.037272456481754 3.3619909606540386
3.437502651629784 3.8889731719397154
3.3273866962168928 3.956497127372281
3.111379744262872 4.004467961072873
3.1327027028038024 4.002828828606495
3.0397513979542734 4.002332075521809
3.4443394269317658 3.4911880498995638
2.7898505657244943 3.441424547357508
3.20222561251732 3.9917425830681132
2.9202481708492876 3.981058041823282
2.7174232890944774 3.872251693025881
3.286638211315926 3.3981906458887465
2.930001410548182 3.382938014362673
2.8501426635642035 3.4107258562157283
2.6436751438639945 3.7554970588626837
2.687904929577268 3.5339178616331024
3.488460108804474 3.825055012461695
3.486511300228034 3.5446000341476624
3.5107151132784047 3.5922773514144084
3.324725978296356 3.9490810386917934
3.4918129691324844 3.813045543231237
3.0866144254898935 3.3666628162383914
3.510722465406852 3.5979799028507453
3.146775725920774 3.993014650267211
2.8753254106663735 3.4058679920212986
3.4739077558987415 3.538688287148752
3.4704746327920866 3.534441773560919
2.6636195344399436 3.591018224894724
2.684054883772183 3.8166264747144876
2.6520381260467865 3.7476982459266783
3.515717857646826 3.6263177117056355
3.5197387167944125 3.643820047217946
3.2605386001472816 3.967118728220762
2.646809336901671 3.7123487115056313
3.448870859117622 3.856496600157544
2.8727580207794556 3.9542342309862253
2.6631452299925025 3.772289012010842
2.84438133005656 3.941457490187056
3.364499524006001 3.919384115419771
3.275055855456893 3.9591308375074847
3.1024213190895007 3.988617601197138
3.463241241867699 3.834769793251348
2.7198014687071166 3.5165603145301274
3.316574352984353 3.9410297541298913
2.919840111987753 3.9650128658965245
3.300313800825992 3.4167811737515197
2.7883724596161397 3.9063136493143515
2.9936545826678422 3.980095258986922
2.719049525459308 3.520108937990059
3.122482637250248 3.984970809333477
3.0097227838163714 3.9816530308771276
2.8160228925138493 3.4433188615445776
2.733548909176763 3.506529358830444
3.2159074364689895 3.3912171387001813
3.5087011497538283 3.636856990930661
3.026307651141239 3.3803979535196516
3.063606305586177 3.982584035979022
3.417130331913416 3.8712022414217007
3.5043219980179527 3.635569693459828
3.4687530160939306 3.5547205315999655
3.316856844096056 3.4295972802927066
3.1753040130332923 3.9736949544722804
3.330146963893026 3.4368060407619963
2.9289311087178342 3.9598957778274486
2.7440130055104524 3.862017782331817
3.4158114162127937 3.868664667218523
3.4967676337238176 3.6167416259428253
2.9669043741369476 3.9680361723173476
3.418776545844893 3.4996073840750244
2.6630391617479052 3.6589132710610883
2.805441757901223 3.905984165872537
3.5002236612969724 3.732337245087219
3.501733756438943 3.7219912274941924
3.4649094543414565 3.809128531507686
2.7248549570587475 3.837553289138269
3.2941787607327115 3.4230552985137157
2.6671300551234594 3.712740882602064
2.7921968902113474 3.4690297344108845
2.888108968651923 3.941932781430888
3.082949441110922 3.9753256942157926
3.441933716089017 3.5300898763134554
2.6708435691016694 3.7270019117126596
3.355337776613412 3.905228990051422
3.313990244925524 3.9268069771899405
2.8659645814134027 3.429237154589001
2.7418224081925406 3.8498360291163634
3.2263480099184054 3.4030789012474507
3.404434039515098 3.8686164955149973
3.3626362246499304 3.463114606511545
2.719028247964157 3.544096166900184
3.062386558495895 3.971209920281045
2.711481845424556 3.555220812768498
2.671021162098846 3.670777321699652
3.287116718158607 3.933963072215296
2.7092790641488222 3.560136106501317
3.2275353839175724 3.405855291463093
3.4910401437285223 3.6372252776747835
3.493566892182591 3.6515756051860633
3.495391229381317 3.6850473472730383
2.6917602784535615 3.5948952663625833
2.7744280754132116 3.490318476647386
3.26971742096489 3.938126779193545
2.8503960271593924 3.441430429071406
2.678714398708766 3.7263897246821194
3.0462268963955537 3.9674732400911243
2.675177799625234 3.704074053468957
2.7187643038638054 3.5501935346285607
3.0031310482239197 3.3949611608601664
3.3458007476230724 3.902058676185055
2.8986384126747797 3.9361637759830486
3.327109879384902 3.4490627066704804
2.682346437344201 3.639042806471692
3.0508242386489437 3.391945972913711
3.0793129864529662 3.3912553501970577
2.803522817324082 3.47328675121037
2.796205730031336 3.8814765329632053
2.693665592976489 3.7568754175846704
3.383704183420372 3.4886668413241795
3.374035461974545 3.4815609811910795
2.9452604348278824 3.946117261170803
2.9517408024631364 3.409476125254667
2.8203552538949523 3.8943850265197666
3.455159857065764 3.572144564176675
3.343537216759911 3.896265670562066
2.686970321549094 3.6419875725897093
2.699043230510101 3.6026072575821018
2.926624602977124 3.417903457879619
2.8347152979367247 3.9003586541731
3.0989648995128305 3.9591625368962156
2.7967837779221654 3.484630725164638
2.7431882891801345 3.8248438816556267
2.938614795939207 3.939186828680945
2.734081110056603 3.5488242325408734
2.7207353067964912 3.7908808412993804
3.2141737697361306 3.4143499645040847
2.69045497921504 3.69600772017296
3.0326227435834845 3.4010255973840273
3.0553578091439975 3.400061119434059
2.8487737279847596 3.899501806933557
3.4057226283984416 3.8367003430906985
3.274380318720974 3.9193447866316085
2.78110941026712 3.5046440906366416
3.463315721296341 3.7447774433485814
3.0312507048695023 3.949350837930923
3.3533619707291034 3.8756090591021146
3.4626145108216337 3.621950406129267
3.193419346314677 3.4146018022109326
2.7010059802536306 3.6457330046587466
3.3714653762066082 3.4964473874518753
3.2091977540119276 3.419050406344088
2.8853317466100408 3.4440449392879477
3.026907856927515 3.945663667092172
3.4100452994930706 3.5345722821737895
2.8063600067536725 3.4900787018349586
3.465660616095534 3.7077547763078504
3.4344778551666844 3.5700274348238556
3.3709236283569837 3.857336798312432
2.885512954522807 3.445940363190654
3.130634324271859 3.944505991277734
3.3440433191458885 3.875216315363796
3.2737303680098275 3.4426637032733662
3.0813682248185965 3.9461259215162174
3.4527445712029636 3.7466275596234224
2.795578409008139 3.8539197844481405
2.703284947941764 3.674376719629482
3.362659827941023 3.8611523512425423
3.4617024597443335 3.6467734937903318
2.742828273740798 3.7956352021415816
3.3122630433160594 3.8911820877082137
3.4507186225113085 3.745694213412316
2.7232740263648103 3.597247091193151
2.7065370747081765 3.6581813358850557
2.7867323345181774 3.8427995350130653
3.280519498334613 3.4486931215161434
2.88128497155447 3.4516994566588455
2.790605997576088 3.8451385459376564
3.356190616596673 3.493193156896399
3.3335531954273714 3.8753114750453674
3.3102290625224864 3.8882039483642714
2.842264900747468 3.8796643427506035
3.0270995833049286 3.414516798850328
3.349415533508173 3.4923900767956555
3.207272232076812 3.9240323687236844
3.2181255953163204 3.431985041832938
2.8064327670704814 3.5048525531484955
3.1131972305496265 3.4150127474865943
2.7611732131783544 3.802767226160225
2.7923461742447304 3.835469671305534
2.9898008054488256 3.926625428671699
3.2240611356925974 3.915081378662312
3.4429970723177874 3.730663376346697
2.7467974144966196 3.5771357399756902
2.9453445747151594 3.9145476300864503
3.050206502621922 3.9323032631027015
3.229224218328532 3.4379215107064387
3.449381891511835 3.6752457906915326
2.9390931724466025 3.437976146315924
2.8323688313777877 3.8622943144184294
3.447514100272277 3.691792670419498
3.3635096638391353 3.8411667530943934
2.7283806652296247 3.7317438888069105
2.7447421610640395 3.5862997474936593
2.987248492790761 3.4276479645226585
3.0739402235361584 3.41874592239912
2.7228401680400505 3.672571819981525
2.8318712636050867 3.8582378376063264
2.921065519840554 3.447539161880544
3.4438289881073754 3.680907765939654
3.256818656611407 3.4518489661212692
3.3982719150734138 3.553316939534086
3.3418828271072627 3.852524141477607
2.7450062460159748 3.759570977954973
3.0367813490585958 3.9255227399247294
3.051771196869171 3.421958118765882
3.0837412168717004 3.4209718787408825
2.7266631619039003 3.6893504851430787
3.432746349758755 3.6224483051986676
2.7375500761967797 3.615564892995646
3.10584443543209 3.9255028011038275
3.4316570507510926 3.6222169764452823
2.8868264822125527 3.8842220724923644
3.1495388158301267 3.42715684479437
3.4360789020466105 3.708213166588161
3.25687807639368 3.455798293789407
3.3253847667869434 3.8578505110233916
3.208786345464887 3.4401410610963223
3.199963652545308 3.909937520007498
3.3328040071723746 3.498154187109229
2.801243818446413 3.824906598193296
2.967085266208185 3.909263328204267
