mu sigma
3.017525379104531 3.9180043670998685
2.7378441107909235 3.7199379126749914
3.103797117829581 3.921653576895964
3.3445711932676474 3.8410966709524303
3.1427229259374756 3.918198692327221
2.740134787527824 3.629677109046394
2.8234121700523533 3.840311717396936
2.7340434774385693 3.672181697024766
3.2221050854117084 3.446698347358048
2.826684108781736 3.8418690020001023
3.21469061544362 3.4450285726290586
3.0376908396518942 3.429210047249263
3.0695981889886212 3.919263163438038
3.4137961282734244 3.6006584942572974
2.964347017115311 3.443696620922388
2.88077010812691 3.8723485925567376
3.4094784836771765 3.5925097273240656
3.3391187199525345 3.5094577740820387
3.2129341816213435 3.9003349623416206
2.806813322980564 3.8207958075288797
2.778520161380076 3.5616742993843142
3.3891560159037915 3.7888058852765645
3.2948600379599147 3.8666145632642444
3.2794455426540363 3.874360371026949
3.0536835028234015 3.9151591013222875
3.4079022881484944 3.5945482171474437
2.8476353021411867 3.8499294566613096
3.118494307685703 3.9140091576052805
2.8507240173118005 3.49680531599865
3.4029801313208425 3.587986305169171
2.743561525750052 3.696607958798225
3.0421370343857252 3.9123852473908505
3.0357594845790685 3.4342815890938776
2.7954618892144194 3.799994882592237
2.7495815925060665 3.71118379650419
2.745930669868169 3.66837659417554
3.073888021851942 3.911069181849942
2.7972058555045107 3.8000091107334812
3.3350048960606986 3.5150418308342415
2.8981644040610544 3.4744760322344135
2.936840626106316 3.887009764424596
2.7591588983869824 3.7324652260556945
3.288977395428519 3.486987013670678
3.1296095340523196 3.905922549377523
2.9614219657293583 3.8916482012287865
3.2469187446705536 3.4678553382237123
2.752514072507133 3.685250836918432
3.314896767776723 3.505805929070285
3.408948272504586 3.632908849265325
2.9331953772848403 3.8798698866885095
3.3584679721599886 3.5447506164958376
2.786572551713893 3.5735881133669216
2.8442152535102383 3.832812211509329
2.9988772722635364 3.4471623559278273
3.387143203386389 3.7642563500974884
2.9163477304787584 3.4725008975604297
2.908760390681495 3.868887832244626
2.855036010258059 3.838881007065471
2.8483804970614495 3.8337799451034247
3.0039728510296726 3.447360072755071
3.2331087965029153 3.4676152797898925
3.375062197745557 3.5710360892692035
2.8472295943291694 3.5156800807806174
3.3917487979283667 3.6008623226704453
3.3824970696854413 3.583657596860988
2.9236600150896837 3.8715048390478692
3.197172531656687 3.885205964436299
2.850014147169701 3.5163053644227427
3.324863817330701 3.8220906543051134
2.768181976637974 3.7076704027425196
2.8945205874137465 3.8537376292463463
2.7660518033388786 3.654508080729457
2.7778075893464793 3.7348917206172603
3.3897764336064395 3.61162912262998
3.23636968835036 3.8673623731638207
3.278820890634776 3.4957692672822676
3.1560415403787534 3.88852934034793
3.273833897488665 3.850181567930923
2.822884211848492 3.7976562171693877
2.8919930298663656 3.84863643082526
3.3944805124261617 3.635462685831733
2.8212464230172674 3.5510556812465883
2.900803116328832 3.491568387357305
3.2274925678071202 3.4741289152566974
3.3804703028385816 3.7442900049407535
2.8309213140444145 3.5423030702439435
2.7718120408114357 3.6807086604696204
2.821874246662965 3.792108332633436
2.9785769401180273 3.4631470307725265
2.8910364309453307 3.8437646710913875
2.780575185711588 3.6258118961174035
3.151688852971417 3.4564543549123448
3.2429694490577434 3.859077219691719
3.2697401657271445 3.496476412145442
2.777710311429727 3.6939615773686425
3.367761285849446 3.7543151400762365
2.9739000316409787 3.8706640923678632
3.0013263555260417 3.463419484068689
3.3846789522684873 3.7018846908692984
2.78111514796268 3.6650900655218637
2.8894953980279197 3.5065809409688553
3.0165497320718764 3.8778685177637975
2.9164170513186467 3.84761170075007
2.8508982473044786 3.5363196969959705
2.847396536385963 3.800849186342628
2.844113524523429 3.5443723647146044
3.2552966014317244 3.497156739788776
2.8246715861521188 3.7758083345020506
3.330157118446161 3.786075050509287
3.151984705541307 3.872445192476937
3.1922815455909404 3.4763593210743897
3.3773140543037226 3.6843028672231193
2.807953922985487 3.7415096867592066
3.2124267839385916 3.483718805542188
2.908853001531585 3.5048877094140485
3.336833982851779 3.772320326639739
3.2565927191666493 3.834998640412369
3.0757489507941904 3.46460266194279
3.357299314762094 3.606322371578799
2.823843497298123 3.584233958400432
2.8621437109803387 3.5410267000511286
3.3039720797721484 3.541123150593516
3.3669142898828417 3.643777099049457
3.1519663057702374 3.8649922988377776
3.045376107160756 3.868252832476407
2.807605076430625 3.7171821014226536
3.367090458753098 3.672028922184205
3.298780679501634 3.5403474057043365
2.8025350256316033 3.6752973610124857
2.8246458173877595 3.59414253689601
3.209079635985521 3.4918542825173486
2.8950840113745486 3.814473360651167
3.3298605226065456 3.5771534707691384
3.1108754780071193 3.8643957430446263
2.805898871434152 3.6670355696427364
3.146125127427956 3.860031530486679
3.2066497509122946 3.84480267234828
2.876202915257942 3.799347714549955
3.337987691571009 3.5910447502878515
3.2039866020588983 3.845306490163984
3.2906656920993536 3.7988548740177492
2.8622934826355695 3.553562129874833
2.8414455268660017 3.7618286683404145
3.061135040149334 3.4741494451423716
3.3163965604914063 3.7730891585708646
2.855362912108868 3.5614850548007366
2.8155105777512475 3.6296547831074513
3.29866782882364 3.789299769328701
2.8244770061149445 3.60922924473333
3.0629279411095074 3.4755414039873216
2.8289058038328947 3.6024011605749924
3.306247105198511 3.77980712115434
3.2757969826561673 3.8040697504426184
3.062534826731132 3.8581680851219775
3.0028824312139935 3.4862429469033818
2.8180875376956385 3.675980873393459
2.8747256604828886 3.553325856445962
3.1900644665971885 3.8395764702810222
3.188502441932119 3.840034415230424
3.311714586782611 3.5765623670938016
3.268772259628606 3.799774097036602
2.8691823579263382 3.5622488247620243
3.1679163614370642 3.8422251896525332
3.164817115541031 3.842818723185207
2.892730625132027 3.5430818007410023
3.1612127136296833 3.842838618508006
3.338971212688521 3.6342568587842043
3.3258150130532274 3.734570774832272
3.0831723072284865 3.484178171040461
3.0557610461864035 3.4856463256166865
2.883413735932414 3.553957987652469
3.333534578618516 3.6268253569054076
3.2107328985077475 3.8244269030647473
3.2701538794759037 3.7916022401292366
3.2429205833095134 3.526080453752009
3.0999807949296088 3.8465321710373805
2.846781997856491 3.7330093126886665
3.2833347922933207 3.557127865616968
2.89235585647421 3.785025336430694
2.8321019280188544 3.6853018562257183
2.831221063559525 3.6697188411072155
2.870219755952827 3.5749424882900054
3.2228526111077525 3.8144181332936618
3.3174359041732098 3.6046513956812953
2.905470249994943 3.791044734062949
3.1123034186395735 3.8420085361486835
3.0932347137525626 3.8424043610326963
2.989977746249433 3.504360960645167
3.282994091489497 3.5628925539048777
2.9877639685263087 3.828311893200728
2.9161990368622366 3.538156713980986
3.328887173436556 3.6917514117718286
3.267636431245424 3.7838940381475195
3.218326086189097 3.8132684623297033
3.3255023771229535 3.6333837584832454
2.9649562210951053 3.514167292927053
3.0794118936094907 3.8390889538877477
2.8486104074803325 3.7129325865057208
3.19050389807444 3.8214404835744125
2.8636638363642875 3.5955227288577856
3.2483715024219824 3.7923474810671842
2.967181515412767 3.816087560687408
2.8602289318184013 3.731791023973112
3.267488246314775 3.7779824165658917
2.9980081874815894 3.5067542874561575
2.985613036247095 3.8220176982000416
3.153015135986813 3.503143177926912
3.2941521119952686 3.585806359103489
3.0114072675489503 3.505008666600535
2.9236902038206933 3.791251422814772
3.2374392022456693 3.7947317754317873
2.8978110959675094 3.771055061890652
2.8635968549609374 3.729622835003241
3.142359692885304 3.5038266511279503
2.876093754345569 3.5877271814294938
3.3185161705331083 3.6565566750958083
3.1042945874870287 3.8300734762761808
2.875764612486782 3.5930202103601556
3.299512128457118 3.605905861102322
3.315878694688914 3.6695568585630536
2.88531636964116 3.582417206609978
2.9623892823042275 3.8046460242291835
3.240096559560426 3.786009360751727
3.1078748753600793 3.826546311216565
3.093037036963619 3.8271434173380925
3.312414141685884 3.6638944956818476
2.8741551102559955 3.602576114520895
3.0955480976038934 3.8268277862154356
3.1051239511786926 3.8263043103653693
3.3097154492002194 3.6464487129198906
3.190484349568311 3.523983311574935
3.308688229247587 3.6477920281138347
3.125150108143817 3.8227240973853482
2.9136856874852146 3.560846754487317
2.9168976882287327 3.5588102803951402
3.2032207318977224 3.5304217025455777
3.106369520498821 3.8238663910742776
3.2942939748539644 3.6094972135954433
3.0985004961711606 3.823836551885196
3.200288460375445 3.8013789849449564
2.9351335021970515 3.784446708336536
3.166075739590473 3.8128588343974785
3.021118682991512 3.513305486243283
3.1258336002439617 3.5098320169114405
2.8859685050048633 3.592869317734057
2.877354762821759 3.6070506944203897
3.2066891420060903 3.534904263340493
2.9152271554979436 3.5642965530218307
2.8924660502172705 3.743155019981793
2.9654306005093605 3.5340446676350217
3.1713240699563743 3.8076482819191195
3.2912954090507585 3.619290312053303
2.958477332524857 3.7910407470645833
3.107758741937954 3.8178247145785225
3.196041816582207 3.795856515863305
3.1760598617071443 3.803128205037925
3.044816007242522 3.81503214702102
2.8740483610741343 3.63268744838785
2.9539192246394457 3.5451927118177062
3.2146469510149576 3.7844821701328857
2.9523173656086295 3.7830042580193544
3.186856002202641 3.5336893407401297
3.042931989942735 3.5175478500428374
2.977031211490175 3.7939423545432467
2.8911825691847777 3.6042072823418576
3.0646993575362353 3.515969396724297
2.9016090987819383 3.740024875777191
2.874124429860012 3.6787277844581974
3.1793215188103723 3.5325382567753936
3.0206570778718618 3.806038819123617
3.2651782046071935 3.738393633661612
3.0275252950717855 3.5228815337650476
3.1254693852129978 3.5203526067819233
3.1746602504473453 3.796534630529842
2.8768904695040187 3.6693006311976544
2.887673734096239 3.7117053335522354
3.2887093241517458 3.6575396980180375
2.9535648715566243 3.776471356199667
3.2575095907630622 3.588248118152416
2.8835049406994946 3.6926035977228056
2.9735020982936207 3.543593255445627
2.94862791630134 3.7712984725789473
3.0330146934246804 3.802782340532991
3.001995392621584 3.533625080049751
3.117580058982316 3.8052092509410067
3.0733775042215425 3.806361571929213
3.27396471721595 3.6212290170938894
2.938297890275952 3.7610998701524956
2.990005483356493 3.5400749192495597
2.988295273719065 3.7872139952226536
3.277168953662212 3.696384449854311
2.9177920022682353 3.7411773965812314
3.2271043770660297 3.5677132928286905
2.8873101419858003 3.6801682793735817
3.2809177672546026 3.672625572666065
3.0719624312577225 3.8032528461511736
3.152296430536636 3.5351295024806055
3.1523918547719982 3.53574634116503
3.27128992179355 3.69824358620443
2.9845916006389697 3.780931734210087
3.1312584667753116 3.5318519308294833
2.913305734366803 3.6019526985016235
3.261913787490563 3.613630464910747
3.1528862315584187 3.7903084136230842
3.0251815218401665 3.792812137495657
3.0517966013249347 3.531050784503733
3.2104863856748658 3.5642538923734266
3.1078996136197516 3.796554358333162
2.904868198678947 3.708089661856644
3.2133091933792404 3.566365739476053
3.047474981311207 3.794655798968078
3.1999434099615294 3.769198034373276
2.8981343749870128 3.6428476412615485
3.225292886741115 3.5765770755429593
2.9506925760264284 3.570727955689633
3.0872498573202005 3.7956471454569134
3.2499306601600075 3.603704932050587
3.2413957278223506 3.7328423268245725
3.2678224934330387 3.6766487713333373
2.9964885765555334 3.548830647781685
3.2562105276865005 3.710159050143909
3.0964838465943343 3.7921646656349473
3.061489636032655 3.535725326481067
3.184912898591152 3.770428789117129
2.9716714179003927 3.563576549962218
3.202422185761617 3.7590787841578526
3.2482195813309067 3.6149144208959867
3.0589483496311605 3.53849641451834
3.241630582425291 3.605383533920979
3.007675572065258 3.776989892737891
2.9360204236412497 3.733220152056555
2.9572305927954066 3.5757174015612674
3.259181457934275 3.6461503323374833
3.0452797616241396 3.540990956268226
2.919121449799518 3.7093941343314176
3.206248763630798 3.5738621232383245
3.2484981505933335 3.6197036589298888
2.909754493560528 3.675909470912002
3.2513955349870294 3.634442987554643
3.2541842940370156 3.6814401269638326
3.2465348173494073 3.701370012862817
3.201399558439468 3.751012511754168
3.12073232967075 3.545486916788498
3.236606783603282 3.6124482199404246
3.2272684262147995 3.601202971006482
3.0691909495483864 3.7811233725372255
2.9321971853648177 3.7133205594095497
3.2072234721355986 3.7425930651641615
2.917304002271619 3.658050673869332
3.020099240585084 3.7715183004725503
2.92295613656822 3.6349253809351536
3.1861133531355983 3.5705345280205507
2.9184970797462717 3.6685283229730374
3.0965879516317334 3.547515967435475
2.9208351662340233 3.658747514943304
2.99917670577607 3.7609863284539804
3.01078566321983 3.7654509853316114
2.945554344113148 3.602924721162944
2.9714121552708805 3.7433822647200223
3.0538687506366378 3.7728766144467145
2.9267149921107247 3.6492708682674047
3.150735239168823 3.561011827646089
3.135722971135075 3.768060694557458
3.1367615502290436 3.7676688905910876
2.9275240155528772 3.6509718552338644
3.2046909068428 3.5936105718620808
3.0131629457600533 3.760072356203565
3.0666215703009367 3.553723223219092
3.193028197956055 3.5853383743463714
3.1521468798404264 3.5646553767189704
2.947272959660095 3.7116800269838155
3.08559846458363 3.554850618613348
3.1367115046988534 3.762597888127856
3.1117721715254474 3.766985854994763
2.9579982820890005 3.604574191287497
3.2299423831494005 3.639138922083047
3.0113954140451376 3.570493278377118
3.066228371768767 3.766220905327105
3.230274323302673 3.6771011412301906
3.1011321924061575 3.5584552203916378
3.2184784383520473 3.6210399372258797
2.940317769008808 3.682462763822398
3.1370242639205523 3.565795469033234
3.1209333687399123 3.761582734357854
3.155342906090581 3.751653318038759
2.9505470801914786 3.6218931751659555
3.220239402831524 3.6960072223165135
3.220515662305406 3.6901122205691657
3.082976806328816 3.7623140319789843
3.011343958368534 3.5758183474907472
3.1525314029488065 3.5744492784088706
3.153163666555843 3.57505222650543
3.1420277684125058 3.7515488100920793
2.960079401099784 3.706561640491874
3.0091596458844254 3.7434372559022484
3.167469831783624 3.7385176926316848
3.0476690718433144 3.5687648012209134
2.9909354138736797 3.7318115338179374
3.2085690636184023 3.6991294696571013
2.9893150089758436 3.594983492893422
3.214610960523216 3.681473593569632
2.9614335667094682 3.6963575045592973
2.958262599923308 3.6337933034983023
3.0881391486649274 3.5684428406090496
3.2155519827407923 3.663910203948472
3.1104360191565346 3.5708030953670997
3.211054908425113 3.645328673416179
3.162787310224133 3.7335390327199662
3.1909594032971427 3.7095479387062906
3.0064788130812974 3.7314474277618057
2.9620642958602694 3.64470807671931
3.0380190795761415 3.580013442011063
3.177145669635562 3.7189425002700327
3.109787324934471 3.5767074469543085
3.0425870215368493 3.5811717509935637
2.9817444272786116 3.6164639425918472
3.0599926915110403 3.743800917384738
3.0162439502561162 3.591954831766668
3.1987230865858427 3.6827294984569914
3.1285566703343792 3.5840479995715673
3.148887202766857 3.73041296830891
3.195405151058365 3.639339947953502
3.044324851517517 3.7379013986831637
3.148601499742801 3.7277963031686188
3.194499552314009 3.6783735879851327
3.001402362939354 3.606999370828226
2.973975322915491 3.6780417221320887
3.1896447487722206 3.6878886160583244
3.1289532729508562 3.7336925253207105
3.17662831092541 3.6166536160244394
3.173373587518584 3.7060273610494034
3.1901462462543453 3.645349883412151
3.1612488398827896 3.607217417018977
3.1043716468993 3.5882927135337574
2.999609575665379 3.6201981983201934
2.9878430072142677 3.684691700654991
3.170180123917099 3.698362615781835
3.183710528903218 3.6580187016840737
3.011923280575215 3.708293258484046
3.1177850742715463 3.595354275870433
3.089247883562709 3.730083756776473
2.993358494890894 3.6365176017384577
2.9898101140793094 3.6546613271504325
3.1684499949936584 3.6309512104764705
3.0543624624736743 3.5978381852732397
2.9925908693303924 3.668376605602715
3.1341831436244973 3.6080737129785407
3.0954589830992263 3.7230172163067032
3.1714429602777856 3.651923086627628
2.99578399528305 3.6562385703065075
3.0834542619490617 3.722839525470399
3.154364322345547 3.6951094369458977
3.003596260326666 3.6418998215303393
2.9998541461315087 3.666719551316184
3.0114367014502315 3.6909852534403864
3.087019179901117 3.6014759007244312
3.00435398946342 3.6433213359612457
3.120277006321418 3.6086076689687947
3.05918176557562 3.6055030556436716
3.1647777919133526 3.657683395774
3.1331576253779603 3.615249342958926
3.1608302184921593 3.6475731330961736
3.0203462796867804 3.628956065013499
3.0693594419556463 3.606421596113859
3.1544592167386183 3.6396585713715464
3.0167418370203016 3.6358021043278455
3.0903059940383226 3.607683214311481
3.0981818424717704 3.610179273216871
3.154028565813313 3.661598080454478
3.0910899118892705 3.709429371192946
3.150802476694623 3.650817468322444
3.0715513590166212 3.7050929894186666
3.0237614366022885 3.6588437476264035
3.1103357113051366 3.6220165312641646
3.1264626790196264 3.630561744974197
3.143210826312386 3.66255249407567
3.0601923556673674 3.6973721416301926
3.0947929407692563 3.6212851945837072
3.1142577533957203 3.6269735957533933
3.095214273534223 3.6966064578830933
3.0419122696620384 3.6823411736050824
3.067790285610625 3.6952991828078767
3.0350585263571968 3.664913780327039
3.0692864753614812 3.6285306195108395
3.040575465954489 3.657802466130744
3.106421432386648 3.6858540662055708
3.0448999224502975 3.671288633698105
3.1247598650480404 3.665756436159377
3.092138191635163 3.631112274507837
3.1187407769735414 3.6599228626708467
3.078819902709739 3.6839201907955053
3.0638356994591365 3.6637176729573593
3.079402762517813 3.6554201244508286
